dream_text,stress_label,label
"I heard whispers coming from behind the glass office door, but no one answered when I knocked. The water fountain nearby bubbled quietly while the clock above seemed to tick slower than usual. The mirror on the far wall reflected a version of me that paused, as if unsure whether to step forward or back into the dark corridor behind me.",medium,1
"The school was empty except for a single flight of stairs leading nowhere and a clock that ticked backward. I ran toward a door that promised light but found only a mirror reflecting endless hallways stretching into the dark. Fire flickered within the walls, but no smoke came, and I was caught between wanting to escape and needing to stay. I wasn’t sure if the water I heard was a warning or an invitation, and my question lingered without answer.",medium,1
"The house I was in dissolved gradually—the stairs peeling away, the doors morphing into mirrors that reflected rooms I didn’t recognize. Fire blazed behind me, but I was frozen, unable to move; water rose to my waist and still the clock ticked on without mercy. I searched with no results, feeling smaller and smaller until I had no agency left, trapped in a collapsing, merciless home.",high,2
"I walked the city streets searching for light, but every corner turned darker, and every door slammed shut. The mirrors held distorted images of myself, lost and desperate to escape a fire engulfing the neighborhood. Water cascaded from cracks in the pavement, swallowing the stairs that once led upward, while the clock’s ticking grew louder, marking time I couldn’t rewind. I pushed forward, but the urban maze swallowed me whole, leaving only silence in its wake.",high,2
"I wandered through a dim forest where the light flickered between the trees, and after a long search, I discovered a hidden door covered by ivy. Opening it revealed a quiet room with a clock ticking steadily on the wall, guiding me to calm and focus. I felt grounded as I stepped into the soft light, knowing I had found my peace. The fire outside warmed my face gently, a welcoming presence as I embraced the stillness inside the house I’d found.",medium,1
I wandered through a quiet town square with quaint shops and a fountain in the center. Warm sunlight bathed everything as people smiled and exchanged friendly greetings. The simple joy of the moment filled me with peace and happiness.,low,0
"I found a kite in the park and flew it high in the sky. The wind lifted it easily, and I laughed as it danced among the clouds.",medium,1
"Running swiftly, I almost slipped into the dark waters beneath a forest bridge but steadied myself on worn stairs leading up to an ancient door. Inside, a room glowed with firelight, and the ticking clock sounded a steady rhythm. I looked into the mirror and saw not fear, but hope. I felt grateful for having navigated the chase to reach this quiet harbor.",low,0
"The house trembled and cracked; my computer was alive with glitching images I couldn’t interpret. The clock spun erratically, the water rose frighteningly, and the mirror seemed to absorb the light around me. I was running toward a door that vanished just as I reached it, unable to stop the fire consuming everything familiar. Helpless, I surrendered to the darkness closing in.",high,2
"Lost in a dark house, I felt water trickling beneath the floorboards. I followed the sound until I found a small flooded cellar, with a wooden door half open. Pushing it revealed a garden bathed in morning light, where fireflies danced. I breathed deeply, feeling the tension lift and a sense of peace settle in my chest.",low,0
"I found a winding set of wooden stairs spiraling upward through an ancient forest. The steps led me to a cozy cabin where a fire crackled softly. A mirror hung above the mantle, reflecting both the flames and the soft morning light streaming through a window. Sitting quietly, I felt a calm certainty that I could navigate any challenge ahead.",low,0
