dream_id,dream_text,stress_label,emotion_labels,theme_labels,symbol_labels
1449,"I was waiting alone in a misty forest at twilight. I found a dusty old book with no title and could not decide what it meant. I sensed something shifting, though I could not see what.",moderate,"curiosity,surprise,sadness,wistfulness,restlessness","secrets,small_disruption,pause","stars,bear,tree,wave"
1450,The dream began in a foggy harbour with no boats. I was investigating and came across a forgotten notebook in my handwriting. The mood was strange — familiar and foreign at once. I woke in quiet contemplation.,moderate,"ambivalence,protectiveness,alertness","identity,uncertainty","winning,shadow,bed,evening"
1451,I was walking through a quiet harbour on a calm morning and noticed a small herb garden in full bloom. I felt deeply grateful without knowing why.,low,"reverence,satisfaction,awe,acceptance,playfulness","stillness,movement,celebration",peacock
1452,I was drowning in a raging flood sweeping through the streets. I found a blank exam paper I could not read and watched it helplessly. I jolted awake with my heart pounding.,high,"powerlessness,desperation,shock,fear,instability","pressure,technology_failure","monkey,elephant,table,temple"
1453,"In the dream, i was failing to fly but every time I fell I landed somewhere beautiful.",moderate,"wistfulness,surprise,longing,sadness,hesitation","ambiguity,awakening",photograph
1454,"I was struggling to escape a panicking crowd pushing toward the edge and noticed a wolf standing in the doorway. I woke shaking, the image still vivid. I woke in a state of alarm.",high,"dread,guilt,anxiety,overwhelm","chaos,vulnerability",rice
1455,"In the dream, i was in a burning forest but the animals were walking calmly toward the river.",moderate,"self_awareness,hesitation,curiosity","inner_self,hidden_desire,letting_go,ambiguity","desk,teaching,writing"
1456,"I was collapsing inside a pitch-black tunnel with no end. I found a shadow that moved on its own and watched it helplessly. I woke shaking, the image still vivid.",high,"terror,alertness,helplessness,stress,claustrophobia","loss_of_control,technology_stress","phoenix,blood"
1457,I was watching the sunrise from a rooftop garden above the city and noticed a child's drawing on the wall. I felt deeply grateful without knowing why. I woke feeling completely at home.,low,"curiosity,delight,wonder,confidence,longing","hidden_refuge,small_blessing,vulnerability","red,kitchen,road,snake"
1458,I was investigating a maze-like office with no exits and noticed a shadowy figure in the corner. Something in the dream asked a question I had not answered. I felt the need to reflect.,moderate,"sadness,longing,amusement,regret","searching_for_self,memory,small_disruption,suspension","thunder,soldiers"
1459,"I was trapped in a forest fire closing in from every side. I found a ceiling coming down and tried to push it away. I sat up gasping, unable to remember how to breathe.",high,"disorientation,alertness,anguish,shock","exposure,abandonment,technology_failure","boat,hair,tears"
1460,"The dream began in a peaceful mountain clearing. I was gardening in and came across a beautiful rainbow overhead. Everything felt right, just for that moment.",low,"playfulness,gentleness,focus,longing","celebration,connection,simplicity,reflection",tower
1461,I was watching from a distance in a waiting room with no clock and noticed a mirror showing a different room. I felt the weight of something I had been avoiding.,moderate,"awe,disconnection,sadness,confusion","nostalgia_for_past,hidden_truth,hidden_path","family,shrine,house"
1462,I was being chased through a falling aircraft losing altitude fast. I found a fire spreading faster than I could run and could not escape it. I could not look at the clock for a long time.,high,"anguish,alertness,anxiety,claustrophobia,hurt","entrapment,vulnerability,academic_pressure","skin,teeth,glass"
1463,The dream began in a crumbling building that shook underfoot. I was desperately searching in and came across a clock counting down to zero. I could not remember how to feel safe.,high,"self_consciousness,shock,shame,claustrophobia","hidden_threat,exposure,time_pressure,searching_for_self","broken_glass,map"
1464,I found a shadowy figure in the corner as I was trying to navigate a strange hotel with endless hallways. The mood was strange — familiar and foreign at once. I sensed something unfinished.,moderate,"ambivalence,wariness,hope","inner_self,social_uncertainty,hidden_path,modern_stress","porch,photograph"
1465,"For a moment, i was standing in the rain without shelter but I did not feel cold.",moderate,"disconnection,wariness,determination,regret","inner_self,mystery","path,hallway"
1466,I was trying to communicate in a deserted park at twilight and noticed a sealed envelope addressed to me. The dream left a residue I carried through the day. I woke unsure what it meant.,moderate,"melancholy,reflection,unease","change,inner_self,power,pressure","fog,soldiers"
1467,I found a compass spinning in circles as I was looking for an exit from a half-lit corridor in an old building. The mood was strange — familiar and foreign at once. The feeling lingered unresolved.,moderate,"alertness,restlessness,nostalgia","suspension,past,ambiguity","forest,bird"
1468,The dream began in a locked exam hall where I knew nothing. I was suffocating in and came across a shattered window with sharp edges. The shame burned even in daylight. I sat up in bed unable to breathe.,high,"shame,anguish,shock,instability,alertness","emotional_overflow,loss_of_control,privacy,work_stress","airport,phone,dragon,ticket"
1469,"I was trying to navigate a dimly lit room with one window. I found a silent telephone ringing and could not decide what it meant. Something felt unfinished, though I could not say what. I woke with a strange awareness.",moderate,"suspicion,ambition,nostalgia,disconnection,awe","memory,coexistence","subway,sunset"
1470,I found a venomous snake blocking the path as I was failing an exam in a rooftop with no railing in high wind. I woke feeling like something had been taken from me. I woke shaking and disoriented.,high,"obsession,frustration,panic","technology_stress,academic_pressure,blocked_progress","dove,compass,light"
1471,I was writing in a rooftop garden above the city. I found a folded note that said 'be brave' and held it close. I stood there feeling lighter than I had in years.,low,"warmth,nostalgia,freedom,joy,suspicion","learning,rest,healing","green,back,reflection,lock"
1472,I was reading in a serene temple garden. I found a beautiful rainbow overhead and smiled at it. I felt deeply grateful without knowing why.,low,"comfort,affection,wonder","achievement,nourishment,grounding,community","stars,jar,bear,spring"
1473,"Somehow, i was drowning in paperwork but every page I finished disappeared.",moderate,"amusement,wariness,protectiveness,shock","past,unresolved_conflict,power","snake,skin"
1474,I was losing control in a suffocating elevator that would not open and noticed a key that kept changing shape. I woke in a cold sweat. I lay awake for hours afterward.,high,"urgency,guilt,pressure","collapse,chaos,abandonment","wolf,phone,fruit"
1475,I was circling the perimeter of a narrow alley between tall walls. There was a forgotten notebook in my handwriting. I woke with more questions than answers. I woke in quiet contemplation.,moderate,"awe,sadness,restlessness","identity,domestic_stress,nostalgia_for_past,liminal_space","losing_valuables,tree,bed,tunnel"
1476,I found a charging animal with nowhere to go as I was being chased through a collapsing staircase in a tall tower. I woke in a cold sweat. I jolted awake in a cold sweat.,high,"terror,anguish,guilt","performance_stress,absurdity",subway
